"","Latitude","Longitude","Borough","Job.Type","Permit.Type","Job.Number","BIN","Permit.Filing.Status","Job.Type2","Cost.Estimate","Enlargement.Flag","Square.Footage","Permit.Issuance.Date","Permit.Expiration.Date","Job.Location.House.Number","Job.Location.Street.Name","Community.Board","General.Contractor","Proposed.Occupancy.Class","Proposed.Stories","Proposed.Dwelling.Units","Accident_Pred","Accident_Prob.0","Accident_Prob.1"
"1414",40.75682,-73.96790,"Manhattan","A1","ALT 1 Enlargement","123334436","1038533","I","A1",   600000,"Yes",   1688,"2018-02-08","2019-02-01","244","E 53 ST","106","ALL DIMENSION HOME IMPROV","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"1415",40.75689,-73.73202,"Queens","A1","ALT 1 Enlargement","421607648","4172637","I","A1",   329175,"Yes",   1475,"2018-05-09","2018-11-17","245-41","61 AVENUE","411","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1416",40.75690,-73.80805,"Queens","NB","New Building","421469967","4617564","I","NB",   401080,"No",   2710,"2018-05-04","2019-02-18","158-01","45 AVE","407","DAVID CONTRACTOR NY INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1417",40.75694,-73.80286,"Queens","NB","New Building","421363973","4614967","I","NB",    57720,"No",    390,"2017-12-04","2018-10-08","43-60","164TH ST","407","CRJ BUILDER CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1418",40.75702,-73.80284,"Queens","NB","New Building","421363955","4617474","I","NB",    57720,"No",    390,"2017-12-05","2018-10-08","43-58","164TH ST","407","CRJ BUILDER CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1419",40.75709,-73.77760,"Queens","NB","New Building","421486715","4617189","I","NB",   381248,"No",   2576,"2018-03-30","2019-03-28","204-42","45 ROAD","411","RONI CONTRACTING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1420",40.75709,-73.77760,"Queens","NB","New Building","421486724","4617188","I","NB",   381248,"No",   2576,"2018-03-30","2019-03-28","204-38","45 ROAD","411","RONI CONTRACTING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1421",40.75709,-73.77760,"Queens","NB","New Building","421517228","4617189","I","NB",    44400,"No",    300,"2018-03-30","2019-03-28","204-42","45 ROAD","411","RONI CONTRACTING CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1422",40.75739,-73.78193,"Queens","A1","ALT 1 Enlargement","420909011","4124618","I","A1",   775272,"Yes",   4348,"2018-06-20","2019-04-02","201-04","NORTHERN BLVD","411","HD HVAC OF NY INC","MERCANTILE", 3,NA,"0",0.994834788,0.005165212
"1423",40.75740,-73.76238,"Queens","A1","ALT 1 Enlargement","421594304","4157830","I","A1",   230000,"Yes",   1012,"2018-06-13","2018-09-09","217-35","47 RD","411","TRISTAR DEVELOPING INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1424",40.75745,-73.81154,"Queens","A1","ALT 1 Enlargement","421600002","4122061","I","A1",   416445,"Yes",   1802,"2018-07-10","2018-11-17","149-53","ELM AVE","407","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1425",40.75769,-73.81174,"Queens","NB","New Building","421434068","4618296","I","NB",   599400,"No",   4050,"2018-03-05","2018-09-07","149-52","DELAWARE AVENUE","407","ALL STATE 12 GENERAL CONT","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1426",40.75769,-73.81174,"Queens","NB","New Building","421434077","4618296","I","NB",    53280,"No",    360,"2017-10-06","2018-09-07","149-52","DELAWARE AVENUE","407","ALL STATE 12 GENERAL CONT","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1427",40.75772,-73.80275,"Queens","A1","ALT 1 Enlargement","421609021","4122478","I","A1",   572650,"Yes",    615,"2018-07-12","2018-11-23","43-32","164 STREET","407","CHEN FENG CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1428",40.75784,-73.81288,"Queens","A1","ALT 1 Enlargement","421486449","4122033","I","A1",   365000,"Yes",   1255,"2018-02-26","2019-02-02","149-21","DELAWARE AVE","407","EAGLE VISION GENERAL CONT","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1429",40.75793,-73.94243,"Queens","NB","New Building","421573979","4617925","I","NB",  5589220,"No",  37765,"2018-06-08","2019-01-23","38-26","11TH STREET","401","SUNNY BUIILDERS NY CORP","RESIDENTIAL: HOTELS, DORMITORIES", 8, 85,"0",0.994834788,0.005165212
"1430",40.75793,-73.94243,"Queens","NB","New Building","421573988","4617924","I","NB",  3631328,"No",  24536,"2018-06-08","2019-01-23","38-22","11TH STREET","401","SUNNY BUIILDERS NY CORP","RESIDENTIAL: HOTELS, DORMITORIES", 8, 55,"0",0.994834788,0.005165212
"1431",40.75819,-73.80305,"Queens","NB","New Building","421370901","4617467","I","NB",   511932,"No",   3459,"2017-09-07","2018-08-12","43-11","163 STREET","407","FIRST CLASS MANAGEMENT CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1432",40.75819,-73.80305,"Queens","NB","New Building","421370910","4613165","I","NB",   511932,"No",   3459,"2017-09-07","2018-08-12","43-13","163 STREET","407","FIRST CLASS MANAGEMENT CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1433",40.75829,-73.77972,"Queens","A1","ALT 1 Enlargement","421574282","4138022","I","A1",   283230,"Yes",    977,"2018-07-19","2019-06-20","43-16","204 STREET","411","JRS CONSTRUCTION & EXPEDI","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1434",40.75830,-73.95947,"Manhattan","A1","ALT 1 Enlargement","122085206","1040747","I","A1",     8750,"Yes",    177,"2018-02-01","2018-10-10","35","SUTTON PLACE","106","GOTHAM DEVELOPMENT LLC","RESIDENTIAL: APARTMENT HOUSES",19,128,"0",0.994834788,0.005165212
"1435",40.75830,-73.95947,"Manhattan","A1","ALT 1 Enlargement","122882853","1040747","I","A1",     6500,"Yes",     76,"2018-02-05","2018-10-10","35","SUTTON PLACE","106","GOTHAM DEVELOPMENT LLC","RESIDENTIAL: APARTMENT HOUSES",19,128,"0",0.994834788,0.005165212
"1436",40.75833,-73.94212,"Queens","NB","New Building","420654697","4005376","I","NB",  8189284,"No",  55333,"2018-05-30","2019-05-30","38-04","11TH STREET","401","PACIFIC RIM","RESIDENTIAL: HOTELS, DORMITORIES",10,148,"0",0.994834788,0.005165212
"1437",40.75842,-73.73232,"Queens","A1","ALT 1 Enlargement","421558870","4171751","I","A1",   214400,"Yes",   1314,"2018-04-27","2019-04-02","57-01","246TH PLACE","411","HD HVAC OF NY INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1438",40.75846,-73.77533,"Queens","A1","ALT 1 Enlargement","421487377","4156683","I","A1",   548060,"Yes",   6326,"2018-06-29","2019-06-15","207-26","NORTHERN BLVD","411","KDL CONSTRUCTION & DEVELO","MERCANTILE", 2,NA,"0",0.994834788,0.005165212
"1439",40.75876,-73.80166,"Queens","A1","ALT 1 Enlargement","421614426","4121813","I","A1",   424135,"Yes",   2881,"2018-07-10","2018-11-17","42-38","165 ST","407","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1440",40.75885,-73.81305,"Queens","NB","New Building","421583959","4121981","I","NB",    59200,"No",    400,"2018-05-29","2019-02-19","149-32","BEECH AVENUE","407","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 1,  2,"0",0.994834788,0.005165212
"1441",40.75885,-73.81305,"Queens","A1","ALT 1 Enlargement","421580774","4121981","I","A1",   318620,"Yes",      0,"2018-03-05","2019-02-19","149-32","BEECH AVENUE","407","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1442",40.75885,-73.80165,"Queens","A1","ALT 1 Enlargement","421571052","4121812","I","A1",   443300,"Yes",   3711,"2018-05-22","2019-05-13","42-36","165 ST","407","JIN SUN CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1443",40.75893,-73.97561,"Manhattan","A1","ALT 1 Enlargement","123265876","1035469","I","A1",  4500000,"Yes",   1278,"2018-06-27","2019-06-27","11","EAST 51 STREET","105","TURNER CONSTRUCTION COMPA","BUSINESS", 7,  1,"0",0.826247689,0.173752311
"1444",40.75895,-73.73713,"Queens","A1","ALT 1 Enlargement","421544010","4170454","I","A1",   250680,"Yes",      0,"2017-11-22","2018-11-13","244-28","54 AVE","411","GREENTECH CONSTRUCTION CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1445",40.75911,-73.81209,"Queens","A1","ALT 1 Enlargement","421562473","4121988","I","A1",    87522,"Yes",    936,"2018-02-21","2019-02-21","149-60","BEECH AVENUE","407","KTC DESIGN GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1446",40.75920,-73.78510,"Queens","NB","New Building","421492584","4121228","I","NB",    81696,"No",    552,"2018-04-27","2019-02-25","196-15","42 ROAD","411","DAVID CONTRACTOR NY INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1447",40.75922,-73.87055,"Queens","A1","ALT 1 Enlargement","421581540","4034404","I","A1",   120000,"Yes",    347,"2018-04-23","2019-04-10","98-03","32 AVENUE","403","MGZ BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1448",40.75936,-73.80956,"Queens","A1","ALT 1 Enlargement","421570892","4121553","I","A1",   472600,"Yes",   3629,"2018-05-14","2018-12-10","42-67","156 ST","407","SXC INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1449",40.75946,-73.93925,"Queens","NB","New Building","421475380","4004302","I","NB",   483368,"No",   3266,"2018-05-25","2019-01-20","12-17","37 AVENUE","401","B GREEN CONSTRUCTION CORP","STORAGE: LOW HAZARD", 2,NA,"0",0.994834788,0.005165212
"1450",40.75964,-73.92245,"Queens","NB","New Building","421379403","4009691","I","NB",   814740,"No",   5505,"2018-01-18","2018-08-29","32-27","35 STREET","401","JOANNE'S CONSTRUCT CO.INC","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"1451",40.75999,-73.92056,"Queens","A1","ALT 1 Enlargement","421305858","4009833","I","A1",   399600,"Yes",    405,"2017-10-19","2018-09-14","36-19","BROADWAY","401","MARANGOS CONSTRUCTION COR","BUSINESS", 2,NA,"0",0.994834788,0.005165212
"1452",40.76012,-73.78626,"Queens","A1","ALT 1 Enlargement","421608184","4618347","I","A1",   490100,"Yes",   3246,"2018-08-07","2019-02-19","40-46","196 STREET","411","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1453",40.76034,-73.96923,"Manhattan","NB","New Building","123028810","1036876","I","NB", 20081972,"No", 135689,"2018-03-07","2019-03-07","139","EAST 56TH STREET","106","HUNTER ROBERTS CONST. GRP","INSTITUTION: INCAPACITATED",17,151,"1",0.130254997,0.869745003
"1454",40.76054,-73.72081,"Queens","A1","ALT 1 Enlargement","421576244","4618152","I","A1",   301935,"Yes",   1418,"2018-04-30","2019-02-26","58-56","262 STREET","411","HARRIS HOME REPAIR & DEVE","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1455",40.76069,-73.72948,"Queens","NB","New Building","421539197","4172807","I","NB",    44400,"No",    300,"2018-05-03","2019-02-19","249-60","57 AVENUE","411","COS CONSTRUCTION INC","STORAGE: LOW HAZARD", 1,NA,"0",0.994834788,0.005165212
"1456",40.76072,-73.86962,"Queens","A1","ALT 1 Enlargement","421557755","4034428","I","A1",   110000,"Yes",    123,"2018-06-01","2018-10-09","99-12","31 AVENUE","403","A&A BUILDING CONSULTANTS","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1457",40.76076,-73.97513,"Manhattan","A1","ALT 1 Enlargement","122714697","1035737","I","A1",  2269880,"Yes",  11349,"2018-08-01","2019-08-01","685","5TH AVENUE","105","ANTHONY T. RINALDI LLC","EDUCATIONAL",25,NA,"0",0.788187373,0.211812627
"1458",40.76116,-73.91910,"Queens","A1","ALT 1 Enlargement","421392086","4010490","I","A1",   170000,"Yes",    536,"2018-05-30","2018-08-29","31-31","37TH STREET","401","JOANNE'S CONSTRUCT CO.INC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"1459",40.76143,-73.98746,"Manhattan","NB","New Building","121203786","1806488","I","NB", 10878592,"No",  73504,"2018-08-01","2018-11-07","305","WEST 48TH STREET","104","JOY CONSTRUCTION CORP","RESIDENTIAL: HOTELS, DORMITORIES",27,146,"0",0.736625514,0.263374486
"1460",40.76169,-73.96169,"Manhattan","A1","ALT 1 Enlargement","123135801","1044242","I","A1",    15000,"Yes",      5,"2018-07-09","2019-03-31","342","EAST 62ND STREET","108","NEW YORK CONSTRUCTION & R","RESIDENTIAL: APARTMENT HOUSES", 6, 24,"0",0.994834788,0.005165212
"1461",40.76173,-73.96177,"Manhattan","A1","ALT 1 Enlargement","123135794","1044243","I","A1",    19500,"Yes",      5,"2018-07-09","2019-03-31","340","EAST 62ND STREET","108","NEW YORK CONSTRUCTION & R","RESIDENTIAL: APARTMENT HOUSES", 6, 24,"0",0.994834788,0.005165212
"1462",40.76176,-73.78133,"Queens","A1","ALT 1 Enlargement","421526888","4137157","I","A1",   245000,"Yes",    905,"2018-07-16","2019-02-19","4004","204TH STREET","411","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1463",40.76188,-73.73338,"Queens","NB","New Building","421308089","4170802","I","NB",   742664,"No",   5018,"2018-06-26","2019-06-10","52-10","MARATHON PKWY","411","ZR WHITESTONE INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1464",40.76189,-73.87056,"Queens","A1","ALT 1 Enlargement","421424863","4032998","I","A1",   185000,"Yes",   1554,"2018-07-12","2019-01-20","98-18","ASTORIA BLVD","403","B GREEN CONSTRUCTION CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1465",40.76216,-73.76089,"Queens","A1","ALT 1 Enlargement","421430035","4138720","I","A1",   244000,"Yes",   2696,"2018-02-02","2018-10-02","43-23","220 PLACE","411","MAX CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1466",40.76223,-73.96491,"Manhattan","A1","ALT 1 Enlargement","123448714","1043533","I","A1",   250000,"Yes",    600,"2018-06-26","2019-05-11","220","EAST 61 STREET","108","EURO REMODELING INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 5,  1,"0",0.994834788,0.005165212
"1467",40.76246,-73.91150,"Queens","A1","ALT 1 Enlargement","421528172","4012143","I","A1",    91260,"Yes",    618,"2018-05-15","2018-12-13","44-01","30 AVENUE","401","IEB CONTRACTING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1468",40.76250,-73.80594,"Queens","A1","ALT 1 Enlargement","421595553","4119372","I","A1",  5777898,"Yes",    766,"2018-06-08","2018-08-15","159-18","NORTHERN BOULEVARD","407","HENEGAN CONSTRUCTION CO.,","BUSINESS", 2,NA,"0",0.994834788,0.005165212
"1469",40.76254,-73.76877,"Queens","NB","New Building","421387207","4617540","I","NB",   476412,"No",   3219,"2017-09-20","2018-09-15","42-15","214TH PLACE","411","HY DESIGN & DEVELOPMENT L","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1470",40.76273,-73.76888,"Queens","NB","New Building","421389866","4618451","I","NB",   476412,"No",   3219,"2017-09-20","2018-09-15","42-11","214TH PLACE","411","HY DESIGN & DEVELOPMENT L","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1471",40.76278,-73.92771,"Queens","NB","New Building","421366827","4618176","I","NB",  2873420,"No",  19415,"2018-04-12","2018-12-29","25-28","BROADWAY","401","SANVITO REALTY HOLDING CO","RESIDENTIAL: APARTMENT HOUSES", 7, 19,"0",0.994834788,0.005165212
"1472",40.76286,-73.97472,"Manhattan","A1","ALT 1 Enlargement","121191325","1035053","I","A1", 60000000,"Yes",  58530,"2018-04-19","2019-04-19","730","5TH AVENUE","105","GILBANE/ANT YAPI JOINT","RESIDENTIAL: APARTMENT HOUSES",26, 26,"1",0.130254997,0.869745003
"1473",40.76307,-73.97926,"Manhattan","A1","ALT 1 Enlargement","122854900","1083719","I","A1",  5500000,"Yes",    197,"2018-02-23","2019-02-15","1345","AVENUE OF THE AMERICAS","105","TURNER CONSTRUCTION COMPA","BUSINESS",49,NA,"1",0.130254997,0.869745003
"1474",40.76340,-73.73982,"Queens","NB","New Building","421613864","4170320","I","NB",    35520,"No",    240,"2018-07-16","2019-05-17","245-16","RUSHMORE AVE","411","WINSTON ANDREW SEYMOUR","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1475",40.76341,-73.74097,"Queens","A1","ALT 1 Enlargement","421595866","4170274","I","A1",   344180,"Yes",    802,"2018-05-25","2018-08-27","244-17","RUSHMORE AVE","411","TAN DEVELOPMENT, LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1476",40.76370,-73.86254,"Queens","NB","New Building","421459987","4041599","I","NB",    29600,"No",    200,"2017-12-27","2018-11-14","108-14","DITMARS BLVD","403","EVEREST CONSTRUCTION DEVE","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1477",40.76371,-73.92477,"Queens","NB","New Building","421394477","4007537","I","NB",   912124,"No",   6163,"2018-06-19","2019-01-14","31-33","30 STREET","401","DYNASTY CONTRACTING LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"1478",40.76377,-73.92472,"Queens","NB","New Building","421394468","4007538","I","NB",   912124,"No",   6163,"2018-06-19","2019-01-14","31-31","30 STREET","401","DYNASTY CONTRACTING LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"1479",40.76377,-73.76701,"Queens","NB","New Building","410019812","4863968","I","NB",  1055684,"No",   7133,"2018-05-10","2019-01-07","40-38","216 STREET","411","ABSOLUTE CARPENTRY INC","BUSINESS", 1,NA,"0",0.994834788,0.005165212
"1480",40.76390,-73.92570,"Queens","NB","New Building","421572818","4007479","I","NB",  1551484,"No",  10483,"2018-05-09","2018-11-01","31-41","29TH STREET","401","ELLIOTT DEVELOPMENT CORP","RESIDENTIAL: APARTMENT HOUSES", 6, 10,"0",0.994834788,0.005165212
"1481",40.76390,-73.74036,"Queens","A1","ALT 1 Enlargement","421485306","4170286","I","A1",   418720,"Yes",    381,"2018-08-01","2019-03-31","46-23","245TH STREET","411","TSANG CONSTRUCTION, INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1482",40.76420,-73.76888,"Queens","NB","New Building","421558889","4138291","I","NB",   977836,"No",   6607,"2018-04-02","2019-02-19","4012","215 STREET","411","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1483",40.76420,-73.76888,"Queens","NB","New Building","421575129","4138291","I","NB",    44400,"No",    300,"2018-03-29","2019-02-19","40-12","215 STREET","411","COS CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1484",40.76437,-73.76737,"Queens","A1","ALT 1 Enlargement","421599540","4138395","I","A1",   329310,"Yes",   1554,"2018-06-05","2018-10-09","40-17","215 PL","411","CRJ BUILDER CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1485",40.76443,-73.79559,"Queens","A1","ALT 1 Enlargement","421532434","4119821","I","A1",   141408,"Yes",   2137,"2018-07-26","2018-09-28","35-11","170 STREET","407","MKB CONSTRUCTION USA LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1486",40.76451,-73.73611,"Queens","NB","New Building","421455829","4618273","I","NB",    29600,"No",    200,"2018-04-16","2019-02-19","248-39","DEEPDALE AVENUE","411","COS CONSTRUCTION INC","STORAGE: LOW HAZARD", 1,NA,"0",0.994834788,0.005165212
"1487",40.76453,-73.90604,"Queens","A1","ALT 1 Enlargement","421525727","4013542","I","A1",   100000,"Yes",    320,"2018-05-23","2019-01-03","25-20","48 STREET","401","KA HOME IMPROVEMENT NY IN","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1488",40.76463,-73.83293,"Queens","NB","New Building","421025982","4111984","I","NB", 50829416,"No", 343442,"2018-04-23","2018-09-01","134-03","35TH AVENUE","407","GRAND CONSTRUCTION & DEV*","RESIDENTIAL: APARTMENT HOUSES",16,119,"0",0.994834788,0.005165212
"1489",40.76469,-73.82970,"Queens","A1","ALT 1 Enlargement","421530837","4112156","I","A1",  1151184,"Yes",      0,"2018-05-08","2018-11-07","136-24","35TH AVENUE","407","WEIS DESIGN MANAGEMENT*","RESIDENTIAL: APARTMENT HOUSES", 5,  8,"0",0.994834788,0.005165212
"1490",40.76471,-73.82963,"Queens","A1","ALT 1 Enlargement","421530846","4112157","I","A1",  1151184,"Yes",      0,"2018-05-08","2018-11-07","136-26","35TH AVENUE","407","WEIS DESIGN MANAGEMENT*","RESIDENTIAL: APARTMENT HOUSES", 5,  8,"0",0.994834788,0.005165212
"1491",40.76503,-73.98932,"Manhattan","NB","New Building","121187722","1090376","I","NB",  1619860,"No",  10945,"2018-04-17","2019-04-17","424","WEST 52ND STREET","104","NEW EMPIRE BUILDER CORP","RESIDENTIAL: APARTMENT HOUSES", 7,  7,"0",0.994834788,0.005165212
"1492",40.76527,-73.79890,"Queens","NB","New Building","421527397","4523129","I","NB",    34780,"No",    235,"2018-03-29","2019-03-10","166-15GAR","35 AVENUE","407","QRS CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1493",40.76532,-73.76636,"Queens","NB","New Building","421517905","4618850","I","NB",    44400,"No",    300,"2017-10-16","2018-10-16","216-15","40 AVENUE","411","XINOS CONSTRUCTION CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
